Model,Cell Start,Cell Stop,Cell Elapsed,Note Start,Note Stop
autoformer,2024-09-05 01:12:17.832555,2024-09-05 01:45:35.515243,0 days 00:33:17.682688,2024-09-05 01:12:12.292789,2024-09-05 01:45:36.164066
