Model,Cell Start,Cell Stop,Cell Elapsed,Note Start,Note Stop
mlp,2024-09-04 20:37:05.916788,2024-09-04 20:39:30.975934,0 days 00:02:25.059146,2024-09-04 20:37:00.396487,2024-09-04 20:39:31.589095
