Model,Cell Start,Cell Stop,Cell Elapsed,Note Start,Note Stop
lstm,2024-09-04 20:01:13.465249,2024-09-04 20:31:59.487568,0 days 00:30:46.022319,2024-09-04 20:01:07.946703,2024-09-04 20:32:00.137324
