Model,Cell Start,Cell Stop,Cell Elapsed,Note Start,Note Stop
arima-multi,2024-09-04 18:49:13.450795,2024-09-04 18:54:19.651003,0 days 00:05:06.200208,2024-09-04 18:49:09.341053,2024-09-04 18:55:09.036404
