Column,MAE,RMSE,POCID
ABBV,2.5438036237444317,2.794651716585814,1.2985499359730013
ACN,3.1993626185825894,3.9106642284883537,0.9690465568124189
AEP,0.6603055681501176,0.791574555213404,0.6761368208977145
AIZ,2.013129098074789,2.548797062452025,1.0630023841519893
ALLE,1.9735042027064733,2.6146062127569882,1.4788816496271249
AMAT,3.5144260951450854,4.551412950516575,1.704971661409303
AMP,2.212990897042427,3.072134513398449,0.5097144654287655
AMZN,1.12933349609375,1.3205174971584512,0.6352217334396344
AVB,1.6857386997767776,2.5067341553795295,0.7764138676181468
AVY,1.6805790492466517,2.480506766724425,0.7833928188807009
AXP,3.3877999441964244,3.7899255382764676,1.3505589326239436
BDX,0.8112509591238799,1.076551449576437,0.34420253329394446
BF-B,0.9766900198800224,1.150194537376129,2.1678758798603446
BMY,0.8843585423060836,1.168944541776798,1.8144941903939287
BR,0.6824428013392857,0.8789317559522533,0.32573280074014443
CARR,1.326202392578125,1.6561361037826252,1.924223610067265
CDW,2.5379725864955276,3.199698111437759,1.1346588971524791
CE,0.9517364501953125,1.3227682785890251,0.7332652955522114
CHTR,5.268720354352671,7.14930491736603,1.509513685401971
CNC,0.16507175990513392,0.21353949497146768,0.21091196398094791
CNP,0.35572188241141234,0.5320704180802243,1.3586060353763232
COP,0.7216230119977638,0.9397463971596302,0.651838989866352
CTAS,10.270464215959821,12.393529912425587,1.3231602417946808
CZR,0.5402368818010602,0.6343739886469103,1.4645101892172296
DG,1.9754605974469885,2.1446370556092123,1.6064947060410468
DPZ,13.208020891462045,15.904147208232136,3.066610021757866
DXC,0.4368021828787662,0.5096863573885594,2.206389983945127
EWA,0.3647458212716254,0.46813104779514714,1.4403817658419855
EWC,0.2513378688267299,0.36579867095687013,0.6354939828369074
EWG,0.3863895961216513,0.4948839526709601,1.2151708136203632
EWH,0.0899506977626258,0.09722002518927124,0.5728822588262766
EWJ,0.9044603620256696,1.1795388807445013,1.2863370858357492
EWL,0.7312305995396206,0.909378702003265,1.4193534342414904
EWQ,0.5112277439662398,0.6458592374716668,1.3001722808969334
EWT,0.3883062090192522,0.5263442741950282,0.719675777903719
EWU,0.2606598990304129,0.3687426663297254,0.7091959246021416
EWY,0.6261465890066964,0.8183707110624221,0.9478657815902366
EWZ,0.28462001255580305,0.3473581561814147,0.9364700765643343
FTV,1.6198665073939733,2.14274671561206,2.2753673117725857
GOOG,1.938570295061384,2.4430798365240616,1.1624214611357906
GPC,1.5573163713727678,2.3038042767066034,1.1087935390988388
GSG,0.17707470485142146,0.2449936120383175,0.8441891648202995
HIG,7.705432346888955,7.7407119298670555,6.9295235696171975
HIGH.L,0.0065174783979145955,0.008290421089748291,0.11292940205040539
HST,0.34988321576799664,0.478663210750085,2.081399225876141
HYG,0.12049756731305804,0.17379853324782293,0.15252580747782202
IAU,0.5085934230259477,0.5458930740666764,1.0741797537650475
ICLN,0.0955615724836072,0.12638935881428343,0.6710111383304888
IEAA.L,0.006789616176060268,0.007603124819538174,0.13331457577242725
IEF,0.32139151436942165,0.41364480987828167,0.32994656167682945
IEFM.L,2.1530151367187824,2.5545815344408123,0.22788396607123027
IEMG,0.2849878583635613,0.364481177650812,0.5218602051314627
IEUS,0.6906520298549107,0.9212234252502174,1.172299755358026
IEVL.L,0.03970187050955636,0.054914514331964724,0.46041067463665086
IGF,0.4451005118233817,0.5319668871861707,0.8629323668729177
INDA,0.3872250148228247,0.4363966376922957,0.683453130153414
IUMO.L,0.35420622144426595,0.366631092770825,2.531077506131172
IUVL.L,0.0881346293858122,0.11586669683631103,0.915480638904336
IVV,2.591395786830357,3.269752437338749,0.46185146552782197
IWM,1.9985569545200934,3.1252245388616586,0.9311142495734589
IXN,0.6321214948381696,0.7042687475330441,0.7682698895214138
JPEA.L,0.02653789520263672,0.03213367508228176,0.4643203031810943
JPM,1.7653329031807914,2.212193700298191,0.8197505868982938
KR,0.6497775486537388,0.8131528687627759,1.2357884232860912
LQD,0.3705193655831514,0.4645278948929953,0.3319811045386077
MCHI,0.3050651550292969,0.41171937284675925,0.7190814236650194
META,2.697361537388393,3.2638634299116216,0.5094937063268757
MVEU.L,0.2329902648925771,0.3214546912126695,0.38215262444960907
OGN,0.5638880048479352,0.8172469844707354,2.689938694352138
PG,1.1032060895647322,1.3921013390692032,0.6521837572175094
PPL,0.2714380536760603,0.3277133086539924,0.8633133676593694
PRU,1.048170907156804,1.53957893904929,0.9149425150882552
PYPL,2.1851795741489957,2.66793903213954,3.1095009987834876
REET,0.271992547171456,0.36717446631758394,1.0702950458974716
ROL,1.084646497453962,1.2782840756790697,2.1979924949975373
ROST,2.8680332728794644,4.063038923092125,1.9091493910602866
SEGA.L,0.19205910818917818,0.24823088277118657,0.20256804994383723
SHY,0.08284432547433036,0.1138077846420621,0.10026111286141931
SLV,0.3541510445731027,0.4478096498127509,1.3249905300294453
SPMV.L,1.2000013078962115,1.2852424132023794,1.2502246360952098
TLT,0.5695343017578186,0.7387099257539679,0.5808949428345745
UNH,1.5424019949776786,2.0604648247036033,0.26618772989154055
URI,6.063232421875,9.357558593481473,0.8401303106893419
V,0.50146484375,0.6126680063270572,0.18742845596879887
VRSK,1.5315769740513392,1.7007129067492461,0.5706960453988836
VXX,1.366267613002233,1.7705213318019248,2.963199136311545
WRK,0.12158094133649554,0.12650732808467277,0.23603367365218866
XLB,0.6299340384347077,0.8990177276993093,0.6903170612609296
XLC,0.6468789236886161,0.7341574801973259,0.7436855258027103
XLE,0.8925857543945293,1.1667743119960226,0.9933702577848141
