Model,Cell Start,Cell Stop,Cell Elapsed,Note Start,Note Stop
informer,2024-09-04 23:23:35.850783,2024-09-05 00:18:01.659591,0 days 00:54:25.808808,2024-09-04 23:23:30.300447,2024-09-05 00:18:02.320849
