Column,MAE,RMSE,POCID
ABBV,1.9413234165736566,2.2891828446154703,0.9909984303677828
ACN,7.561488560267857,9.104822260325227,2.290279448520383
AEP,1.1616897583007793,1.2825481216084014,1.189542021048582
AIZ,2.724613734654014,3.4061969054403805,1.438691089707191
ALLE,2.3793204171316966,3.106155341329369,1.7829874892861208
AMAT,2.641363961356023,3.4319187683378183,1.2814185245781704
AMP,4.183955601283499,5.410608040675797,0.9636834455740743
AMZN,1.3982369559151786,2.035162970768072,0.7864731772925874
AVB,2.244493756975438,3.16651674286514,1.0337640578156295
AVY,2.1392299107142856,3.1947968331503307,0.9971904331067354
AXP,1.80850437709263,2.2073226188937083,0.7209669347082133
BDX,1.3501739501953085,1.5628786541345319,0.5728600857946737
BF-B,0.4432116917201431,0.5952869465034953,0.9837593469729794
BMY,0.39492361886160815,0.5991554339621601,0.8102896933693187
BR,1.7742418561662947,1.9532802587090285,0.8468530518092673
CARR,1.6734662737165178,2.150280561402407,2.428078348039112
CDW,2.7160491943359455,3.6954044310416654,1.2142721319588745
CE,2.4348482404436385,3.0559832623264453,1.8759286925359369
CHTR,5.558476039341493,7.122549704256509,1.592530080749716
CNC,0.8170547485351562,0.9816799328658132,1.0439497452050233
CNP,0.32800538199288554,0.4752908201637517,1.2527486040233378
COP,0.6892580304826968,0.8877116224169666,0.6226038400622743
CTAS,11.176504952566964,14.147274114073788,1.4398869110977102
CZR,0.4643195016043527,0.6459993138280408,1.2587082890098706
DG,1.103896004813056,1.3213344977995436,0.8977162541454465
DPZ,12.58783394949776,15.59750326608038,2.922616344944374
DXC,0.28655924115862114,0.34779208981495785,1.4474777468655209
EWA,0.3715793064662404,0.48638887040213374,1.4673672085734724
EWC,0.3377467564174107,0.47969216981050267,0.8539741043714957
EWG,0.4514792306082584,0.5899087353341449,1.4198735926062656
EWH,0.0855594362531392,0.10569616717277328,0.5449149848058985
EWJ,1.0987341744559151,1.4495327929667858,1.5626362142752002
EWL,0.824516841343471,1.0416670555947731,1.6004264743401126
EWQ,0.5839549473353804,0.7547878112174152,1.4851346484595886
EWT,0.4299158368791853,0.5562117733150849,0.7967938888245177
EWU,0.30875396728515625,0.45196212393195273,0.8400488764013041
EWY,0.682448250906808,0.9045953305866709,1.0330956937206177
EWZ,0.30246925354003856,0.3794489357934918,0.9951984840330294
FTV,1.562253679547991,2.078270990571342,2.1944406770028935
GOOG,1.7971605573381697,2.3621036799559736,1.0776281913937498
GPC,2.132666451590402,2.9955991495045584,1.5184369894550214
GSG,0.187855584280832,0.25428824611185247,0.895586125268032
HIG,0.6870324271065888,0.9660379152938885,0.6178507814228722
HIGH.L,0.00787796292986214,0.01107247964712932,0.13650273752027386
HST,0.3374421255929129,0.46028561325483175,2.007389172542674
HYG,0.19252123151506698,0.28386286188671866,0.24369335371867
IAU,0.15373774937221082,0.25713470482592926,0.3247033293952146
ICLN,0.1240873336791987,0.16052059433847757,0.8713123995396538
IEAA.L,0.007338251386369977,0.008955754473785816,0.144087065471351
IEF,0.1958062308175203,0.25702588827399403,0.20101835214877492
IEFM.L,4.449131556919675,5.423681163656269,0.4709143598073795
IEMG,0.29334041050502335,0.3753637088410921,0.5371551183917813
IEUS,0.8059986659458706,1.0743689943573207,1.3680869642933422
IEVL.L,0.04889133998325893,0.06667297103032181,0.5669781936386059
IGF,0.39286041259765625,0.5270915820357592,0.7616526080924578
INDA,0.2936319623674675,0.38844139466360345,0.5182611559456154
IUMO.L,0.16141332898821123,0.2033667396899793,1.1534231231906724
IUVL.L,0.1082983016967776,0.1428931853674592,1.1249267072493156
IVV,4.402875627790179,5.645727858137757,0.7847024262236876
IWM,3.1626368931361566,4.379109729809916,1.4734512673084799
IXN,0.9139535086495536,1.186274564628627,1.110803804097285
JPEA.L,0.034467765263148716,0.04346583601111493,0.6030652806018274
JPM,1.6420767647879342,2.324655056119805,0.762515324583572
KR,0.6809289114815827,0.8409612792119049,1.2950340737890893
LQD,0.45413208007812905,0.5929597155032656,0.4068971383276285
MCHI,0.3184558323451471,0.42467707429138796,0.750645131120221
META,2.0599278041294644,3.3049859285316563,0.38909142773195216
MVEU.L,0.337853022984097,0.4574544960950643,0.5541494168056125
OGN,0.4467487335205078,0.7031597311512372,2.131144295707617
PG,0.9306379045758929,1.2323649414117752,0.5501664022311602
PPL,0.3089071001325335,0.3874614328029371,0.9824843101313023
PRU,1.3044771466936342,1.9548618426211488,1.138670796262118
PYPL,2.409731183733259,2.9436886855297577,3.429036959370449
REET,0.2976292201450888,0.39591135112590714,1.1711757662051359
ROL,1.2371951511928014,1.4884177993675218,2.5071262052220327
ROST,3.172637939453125,4.774112577749209,2.1119140588214007
SEGA.L,0.2097233363560349,0.3159553460606161,0.22119881568705124
SHY,0.09848676409040179,0.13821037346867215,0.11919214156536735
SLV,0.3309328896658751,0.4275119710964182,1.238124104394823
SPMV.L,0.8990402221679749,1.0957271084543383,0.9366675079425232
TLT,0.36891065325056005,0.47462212795374603,0.376269404967596
UNH,4.777143205915179,6.2414091159217175,0.8244393546494085
URI,7.58642578125,13.020022038112131,1.051186199893723
V,2.7003173828125,3.30126202653975,1.0092757727570105
VRSK,2.6433933803013394,3.0700394498573886,0.9849809537035998
VXX,1.0470155988420768,1.319919838375846,2.2707965033117463
WRK,0.0,0.0,0.0
XLB,1.384263174874444,1.7627100583278839,1.5169532500030092
XLC,0.6515764508928571,0.7875514628107111,0.7490860464580102
XLE,0.948406764439172,1.2559220425988689,1.0554941835419196
XLF,0.2209745134626116,0.3216756178612798,0.5027044555019837
