Model,Cell Start,Cell Stop,Cell Elapsed,Note Start,Note Stop
mlp,2024-09-04 20:43:41.012377,2024-09-04 21:01:24.957308,0 days 00:17:43.944931,2024-09-04 20:43:35.455647,2024-09-04 21:01:25.605348
