Model,Cell Start,Cell Stop,Cell Elapsed,Note Start,Note Stop
lstm,2024-09-04 19:54:42.359380,2024-09-04 19:59:12.598681,0 days 00:04:30.239301,2024-09-04 19:54:36.805179,2024-09-04 19:59:13.217066
