Time,CPU Usage (%),Used Memory (GB),GPU Usage (%),GPU Used Memory (GB),GPU Power (W)
2024-09-05 01:14:36,32.3,2.85,10,252,29.04
2024-09-05 01:14:37,27.4,2.86,10,252,29.06
2024-09-05 01:14:39,29.7,2.86,10,252,29.07
2024-09-05 01:14:40,26.2,2.85,10,252,29.14
2024-09-05 01:14:41,27.9,2.85,9,252,29.24
2024-09-05 01:14:43,27.9,2.85,10,252,29.35
2024-09-05 01:14:44,26.2,2.85,9,252,29.06
2024-09-05 01:14:46,29,2.85,9,252,29.18
2024-09-05 01:14:47,27.9,2.85,9,252,29.07
2024-09-05 01:14:48,26.2,2.85,10,252,28.95
2024-09-05 01:14:50,30.6,2.86,10,252,29.11
2024-09-05 01:14:51,26.2,2.86,10,252,28.87
2024-09-05 01:14:52,27.4,2.86,9,252,28.95
2024-09-05 01:14:54,26.2,2.86,9,252,28.96
2024-09-05 01:14:55,27,2.86,9,252,29.19
2024-09-05 01:14:56,27.4,2.86,10,252,28.98
2024-09-05 01:14:58,29.7,2.85,10,252,28.97
2024-09-05 01:14:59,26.7,2.85,10,252,28.90
2024-09-05 01:15:01,27.4,2.83,10,252,29.02
2024-09-05 01:15:02,29,2.84,10,252,28.99
2024-09-05 01:15:03,27.9,2.84,10,252,29.06
2024-09-05 01:15:05,30.6,2.84,10,252,29.04
2024-09-05 01:15:06,30.2,2.85,9,252,28.93
2024-09-05 01:15:08,29,2.85,9,252,28.93
2024-09-05 01:15:09,41.3,2.85,9,252,28.83
2024-09-05 01:15:10,1.6,2.83,0,186,28.06
2024-09-05 01:15:12,25.8,1.84,0,2,25.36
2024-09-05 01:15:13,26.7,2.04,0,2,25.37
2024-09-05 01:15:14,26.2,2.14,0,2,18.23
2024-09-05 01:15:16,27.4,1.79,0,2,10.41
2024-09-05 01:15:17,25.8,1.97,0,2,8.89
2024-09-05 01:15:18,27,2.08,0,2,8.77
2024-09-05 01:15:20,30.2,2.22,0,134,10.95
2024-09-05 01:15:21,27.4,2.93,24,440,42.24
2024-09-05 01:15:23,26.7,2.94,24,440,41.60
2024-09-05 01:15:24,27.4,2.94,26,440,40.27
2024-09-05 01:15:25,29,2.94,26,440,40.75
2024-09-05 01:15:27,26.7,2.95,20,440,40.17
2024-09-05 01:15:28,29.7,2.95,25,440,41.26
2024-09-05 01:15:29,30.2,2.97,24,440,41.76
2024-09-05 01:15:31,29,2.97,25,440,41.33
2024-09-05 01:15:32,27.4,2.97,26,440,41.80
2024-09-05 01:15:34,29,2.97,25,440,41.25
2024-09-05 01:15:35,28.6,2.97,26,440,42.05
2024-09-05 01:15:36,29,2.97,25,440,40.99
2024-09-05 01:15:38,28.6,2.97,23,440,40.67
2024-09-05 01:15:39,28.6,2.96,26,440,41.17
2024-09-05 01:15:41,28.6,2.96,25,440,41.67
2024-09-05 01:15:42,29.7,2.97,25,440,40.53
2024-09-05 01:15:43,28.6,2.96,25,440,40.72
2024-09-05 01:15:45,28.1,2.96,25,440,41.01
2024-09-05 01:15:46,27.9,2.96,26,440,41.04
2024-09-05 01:15:47,26.2,2.95,24,440,40.94
2024-09-05 01:15:49,28.6,2.96,25,440,41.64
2024-09-05 01:15:50,33.9,2.97,24,440,40.03
2024-09-05 01:15:52,30.2,2.97,22,440,40.64
2024-09-05 01:15:53,31.8,2.97,25,440,41.37
2024-09-05 01:15:54,25,2.97,26,440,41.05
2024-09-05 01:15:56,27.4,2.97,26,440,40.76
2024-09-05 01:15:57,28.6,2.96,26,440,40.96
2024-09-05 01:15:58,27.9,2.97,25,440,41.05
2024-09-05 01:16:00,29.7,2.97,18,440,40.08
2024-09-05 01:16:01,28.6,2.97,25,440,41.02
2024-09-05 01:16:03,28.6,2.98,25,440,40.44
2024-09-05 01:16:04,28.3,2.98,26,440,42.18
2024-09-05 01:16:05,52.4,2.97,25,440,41.69
2024-09-05 01:16:07,29,2.97,26,440,41.73
2024-09-05 01:16:08,29,2.97,26,440,42.47
2024-09-05 01:16:09,27.4,2.97,26,440,42.20
2024-09-05 01:16:11,27.4,2.97,25,440,41.62
2024-09-05 01:16:12,29,2.97,26,440,41.62
2024-09-05 01:16:14,27.4,2.97,27,440,42.66
2024-09-05 01:16:15,28.6,2.97,27,440,41.30
2024-09-05 01:16:16,27.4,2.97,27,440,41.83
2024-09-05 01:16:18,27.4,2.97,26,440,42.03
2024-09-05 01:16:19,27.4,2.97,27,440,41.60
2024-09-05 01:16:20,30.2,1.85,5,154,33.97
2024-09-05 01:16:22,32.3,2.52,24,440,38.02
2024-09-05 01:16:23,32.8,2.53,23,440,40.03
2024-09-05 01:16:25,29,2.54,24,440,39.74
2024-09-05 01:16:26,30.2,2.54,24,440,40.17
2024-09-05 01:16:27,31.2,2.54,24,440,39.75
2024-09-05 01:16:29,28.3,2.54,23,440,39.86
2024-09-05 01:16:30,29,2.54,24,440,39.93
2024-09-05 01:16:31,30.6,2.54,24,440,39.96
2024-09-05 01:16:33,29.5,2.55,23,440,39.69
2024-09-05 01:16:34,29.5,2.55,24,440,39.97
2024-09-05 01:16:36,27.9,2.55,24,440,39.76
2024-09-05 01:16:37,31.2,2.54,24,440,39.87
2024-09-05 01:16:38,35.9,2.55,24,440,39.91
2024-09-05 01:16:40,30.2,2.56,24,440,39.85
2024-09-05 01:16:41,27.9,2.56,24,440,39.95
2024-09-05 01:16:42,32.3,2.56,24,440,40.04
2024-09-05 01:16:44,30.6,2.56,24,442,40.13
2024-09-05 01:16:45,31.7,2.56,24,442,39.83
2024-09-05 01:16:47,28.3,2.54,24,442,39.95
2024-09-05 01:16:48,31.1,2.55,24,442,39.74
2024-09-05 01:16:49,29.5,2.55,24,442,40.02
2024-09-05 01:16:51,28.3,2.55,23,442,39.72
2024-09-05 01:16:52,29.5,2.55,23,442,40.12
2024-09-05 01:16:54,31.7,2.56,24,442,39.59
2024-09-05 01:16:55,32.3,2.56,24,442,39.97
2024-09-05 01:16:56,31.2,2.56,22,442,39.86
2024-09-05 01:16:58,30.6,2.55,24,442,40.16
2024-09-05 01:16:59,30.6,2.55,22,442,39.84
2024-09-05 01:17:00,29.5,2.55,23,442,39.98
2024-09-05 01:17:02,32.3,2.55,24,442,39.96
2024-09-05 01:17:03,30.6,2.55,23,442,40.13
2024-09-05 01:17:05,30.2,2.56,24,442,40.26
2024-09-05 01:17:06,31.7,2.54,24,442,40.33
2024-09-05 01:17:07,29.5,2.55,24,442,40.12
2024-09-05 01:17:09,29.5,2.56,24,442,39.83
