Model,Cell Start,Cell Stop,Cell Elapsed,Note Start,Note Stop
autoformer,2024-09-05 00:57:55.142040,2024-09-05 01:09:55.187107,0 days 00:12:00.045067,2024-09-05 00:57:49.580728,2024-09-05 01:09:55.821199
