Model,Cell Start,Cell Stop,Cell Elapsed,Note Start,Note Stop
fedformer,2024-09-05 02:04:00.752372,2024-09-05 02:47:03.431021,0 days 00:43:02.678649,2024-09-05 02:03:55.131998,2024-09-05 02:47:04.081254
