Time,CPU Usage (%),Used Memory (GB),GPU Usage (%),GPU Used Memory (GB),GPU Power (W)
2024-09-04 21:19:44,30.2,2.57,5,188,26.19
2024-09-04 21:19:45,16.7,1.63,0,2,25.61
2024-09-04 21:19:47,28.6,1.78,0,2,16.68
2024-09-04 21:19:48,51.6,2.01,0,2,12.94
2024-09-04 21:19:50,24.6,2.10,0,2,9.47
2024-09-04 21:19:51,26.2,2.64,8,248,31.86
2024-09-04 21:19:52,26.7,2.64,8,248,31.20
2024-09-04 21:19:54,27.4,2.65,8,248,28.08
2024-09-04 21:19:55,29,2.65,8,248,28.08
2024-09-04 21:19:56,29,2.66,8,248,28.11
2024-09-04 21:19:58,28.6,2.66,8,248,28.14
2024-09-04 21:19:59,28.6,2.67,8,248,28.01
2024-09-04 21:20:00,27.9,2.67,8,248,28.07
2024-09-04 21:20:02,28.6,2.67,8,248,28.15
2024-09-04 21:20:03,30.2,2.67,8,248,28.09
2024-09-04 21:20:05,27.4,2.68,8,248,28.06
2024-09-04 21:20:06,28.6,2.67,8,248,28.02
2024-09-04 21:20:07,27.4,1.78,0,2,25.39
2024-09-04 21:20:09,27.4,1.98,0,2,24.40
2024-09-04 21:20:10,27.4,2.06,0,2,11.31
2024-09-04 21:20:11,26.2,2.60,2,188,18.09
2024-09-04 21:20:13,29,2.65,5,188,26.43
2024-09-04 21:20:14,27.4,2.65,5,188,26.38
2024-09-04 21:20:16,29,2.65,5,188,26.36
2024-09-04 21:20:17,27.4,2.67,6,188,26.38
2024-09-04 21:20:18,26.7,2.67,6,188,26.45
2024-09-04 21:20:20,29,2.67,6,188,26.44
2024-09-04 21:20:21,27.9,2.68,6,165,26.57
2024-09-04 21:20:22,28.6,1.79,0,2,25.28
2024-09-04 21:20:24,26.2,1.95,0,2,25.30
2024-09-04 21:20:25,25.4,2.07,0,2,10.59
2024-09-04 21:20:27,27.4,2.63,1,220,20.06
2024-09-04 21:20:28,27.9,2.64,6,220,31.70
2024-09-04 21:20:29,29,2.65,6,220,26.83
2024-09-04 21:20:31,30.2,2.65,6,220,26.85
2024-09-04 21:20:32,25.4,2.64,6,220,26.98
2024-09-04 21:20:33,28.6,2.64,6,220,26.94
2024-09-04 21:20:35,29,2.03,1,232,26.37
2024-09-04 21:20:36,40.6,2.21,4,232,26.82
2024-09-04 21:20:37,36.7,2.23,5,232,26.78
2024-09-04 21:20:39,39.7,2.23,5,232,26.73
2024-09-04 21:20:40,38.1,2.24,4,232,26.71
2024-09-04 21:20:42,36.1,2.24,5,232,26.70
2024-09-04 21:20:43,37.7,2.24,5,232,26.70
2024-09-04 21:20:44,33.3,2.25,0,166,26.16
2024-09-04 21:20:46,1.6,2.25,0,166,25.25
2024-09-04 21:20:47,4.7,2.26,0,166,25.18
2024-09-04 21:20:48,4.8,2.26,0,166,25.14
2024-09-04 21:20:50,1.6,2.26,0,166,25.15
2024-09-04 21:20:51,3.2,2.26,0,166,25.14
2024-09-04 21:20:53,1.6,2.27,0,166,25.11
2024-09-04 21:20:54,3.2,2.27,0,166,25.18
2024-09-04 21:20:55,3.2,2.27,0,166,25.24
2024-09-04 21:20:57,1.6,2.27,0,166,25.29
2024-09-04 21:20:58,4.7,2.27,0,166,25.27
2024-09-04 21:20:59,3.3,2.27,0,166,25.32
2024-09-04 21:21:01,3.2,2.27,0,166,25.30
2024-09-04 21:21:02,3.2,2.27,0,166,20.23
2024-09-04 21:21:04,1.6,2.27,0,166,12.36
2024-09-04 21:21:05,1.6,2.27,0,166,9.08
2024-09-04 21:21:06,100,2.27,0,166,9.04
2024-09-04 21:21:08,73.3,2.13,0,166,9.03
2024-09-04 21:21:09,52.4,1.89,0,166,9.00
2024-09-04 21:21:10,47.5,1.89,0,166,8.92
2024-09-04 21:21:12,48.4,1.89,0,166,8.96
2024-09-04 21:21:13,19,0.74,0,2,9.16
2024-09-04 21:21:15,1.6,0.76,0,2,9.18
2024-09-04 21:21:16,3.3,0.76,0,2,9.12
2024-09-04 21:21:17,3.1,0.76,0,2,9.17
2024-09-04 21:21:19,1.6,0.77,0,2,9.16
2024-09-04 21:21:20,100,0.77,0,2,9.13
