Model,Cell Start,Cell Stop,Cell Elapsed,Note Start,Note Stop
nlinear,2024-09-04 22:12:06.355463,2024-09-04 22:14:31.753512,0 days 00:02:25.398049,2024-09-04 22:12:00.854052,2024-09-04 22:14:32.375160
