Time,CPU Usage (%),Used Memory (GB),GPU Usage (%),GPU Used Memory (GB),GPU Power (W)
2024-09-05 02:10:14,28.6,2.63,0,182,27.26
2024-09-05 02:10:15,26.2,2.85,0,182,25.64
2024-09-05 02:10:17,26.2,2.95,0,182,11.96
2024-09-05 02:10:18,3.3,2.60,0,182,17.55
2024-09-05 02:10:19,51.7,2.68,0,182,30.44
2024-09-05 02:10:21,26.2,2.88,0,182,24.89
2024-09-05 02:10:22,27.4,3.00,0,182,11.16
2024-09-05 02:10:24,27,3.53,1,491,26.22
2024-09-05 02:10:25,32.3,3.67,18,491,35.13
2024-09-05 02:10:26,30.2,3.68,18,491,34.42
2024-09-05 02:10:28,27.4,3.68,17,491,34.75
2024-09-05 02:10:29,29.7,3.68,16,491,34.83
2024-09-05 02:10:30,28.6,3.69,18,491,35.01
2024-09-05 02:10:32,27.4,3.69,18,491,34.75
2024-09-05 02:10:33,27.4,3.69,18,491,34.58
2024-09-05 02:10:35,27.4,3.69,18,491,34.72
2024-09-05 02:10:36,27.9,3.69,18,491,35.00
2024-09-05 02:10:37,27.4,3.69,18,491,34.86
2024-09-05 02:10:39,30.2,3.68,18,491,35.16
2024-09-05 02:10:40,27,3.68,17,491,34.77
2024-09-05 02:10:41,27.4,3.68,18,491,35.06
2024-09-05 02:10:43,32.8,3.67,17,491,34.67
2024-09-05 02:10:44,27.4,3.67,16,491,34.76
2024-09-05 02:10:46,28.6,3.68,18,491,34.84
2024-09-05 02:10:47,29,3.68,17,491,34.94
2024-09-05 02:10:48,27.4,3.67,17,491,34.64
2024-09-05 02:10:50,28.6,3.67,17,491,34.70
2024-09-05 02:10:51,27,2.65,0,182,26.38
2024-09-05 02:10:52,26.2,2.85,0,182,19.59
2024-09-05 02:10:54,27,2.95,0,182,11.47
2024-09-05 02:10:55,28.6,3.37,1,369,21.35
2024-09-05 02:10:56,27.4,3.67,7,411,32.75
2024-09-05 02:10:58,29,3.68,7,411,28.37
2024-09-05 02:10:59,28.6,3.68,8,411,28.53
2024-09-05 02:11:01,27.9,3.69,8,411,28.58
2024-09-05 02:11:02,29,3.70,8,411,28.62
2024-09-05 02:11:03,27.4,3.70,8,411,28.60
2024-09-05 02:11:05,26.7,3.70,8,411,28.54
2024-09-05 02:11:06,31.2,3.70,8,411,28.35
2024-09-05 02:11:07,25,3.70,8,411,28.39
2024-09-05 02:11:09,27.4,3.70,8,411,28.49
2024-09-05 02:11:10,29,3.70,8,411,28.33
2024-09-05 02:11:12,27.4,3.70,8,411,28.45
2024-09-05 02:11:13,28.6,3.70,7,411,28.37
2024-09-05 02:11:14,27,3.70,8,411,28.23
2024-09-05 02:11:16,26.7,3.69,7,411,28.17
2024-09-05 02:11:17,27.4,3.67,8,411,28.28
2024-09-05 02:11:18,27.4,3.67,7,411,28.30
2024-09-05 02:11:20,28.6,3.68,8,411,28.53
2024-09-05 02:11:21,27.9,3.69,8,411,28.37
2024-09-05 02:11:23,29,3.69,8,411,28.46
2024-09-05 02:11:24,28.6,3.69,8,411,28.51
2024-09-05 02:11:25,30.3,2.68,0,182,25.64
2024-09-05 02:11:27,31.7,2.87,0,182,25.43
2024-09-05 02:11:28,25.4,2.97,0,182,18.87
2024-09-05 02:11:29,28.6,3.51,2,371,25.93
2024-09-05 02:11:31,28.3,3.64,11,431,33.16
2024-09-05 02:11:32,29.7,3.65,12,431,29.88
2024-09-05 02:11:33,27.4,3.66,11,431,29.81
2024-09-05 02:11:35,30.2,3.67,11,431,29.70
2024-09-05 02:11:36,27.9,3.67,11,431,29.90
2024-09-05 02:11:38,27.4,3.67,12,431,29.83
2024-09-05 02:11:39,30.2,3.68,12,431,29.75
2024-09-05 02:11:40,30.2,3.68,12,431,29.71
2024-09-05 02:11:42,29,3.68,12,431,29.65
2024-09-05 02:11:43,30.2,3.68,11,431,29.49
2024-09-05 02:11:44,27.4,3.67,11,431,29.69
2024-09-05 02:11:46,26.2,3.68,11,431,29.59
2024-09-05 02:11:47,30.8,3.67,12,431,29.71
2024-09-05 02:11:49,27.4,3.67,12,431,29.71
2024-09-05 02:11:50,30.2,3.67,12,431,29.81
2024-09-05 02:11:51,28.6,3.67,12,431,29.89
2024-09-05 02:11:53,27.4,3.65,12,431,29.78
2024-09-05 02:11:54,27.4,3.65,12,431,30.02
2024-09-05 02:11:55,25,3.65,11,431,30.02
2024-09-05 02:11:57,29,3.66,11,431,29.90
2024-09-05 02:11:58,27.9,3.66,12,431,29.85
2024-09-05 02:12:00,28.1,3.66,12,431,29.67
2024-09-05 02:12:01,29.7,3.66,12,431,29.80
2024-09-05 02:12:02,29,3.67,11,431,29.94
2024-09-05 02:12:04,28.6,3.66,11,431,29.77
2024-09-05 02:12:05,27.9,3.66,11,431,29.96
2024-09-05 02:12:06,26.2,3.66,12,431,29.79
2024-09-05 02:12:08,26.2,3.66,12,431,29.83
2024-09-05 02:12:09,27.4,3.66,12,431,29.94
2024-09-05 02:12:11,27.9,3.66,12,431,29.83
2024-09-05 02:12:12,29,3.67,11,431,29.73
2024-09-05 02:12:13,27.4,3.67,11,431,29.51
2024-09-05 02:12:15,46.8,3.69,11,431,29.68
2024-09-05 02:12:16,27.4,3.66,11,431,29.70
2024-09-05 02:12:17,31.2,3.67,12,431,29.81
2024-09-05 02:12:19,28.6,3.67,12,431,29.81
2024-09-05 02:12:20,30.2,3.67,12,431,29.73
2024-09-05 02:12:21,27.4,2.62,2,182,27.75
2024-09-05 02:12:23,24.6,2.78,0,182,25.56
2024-09-05 02:12:24,53.2,2.91,0,182,19.30
2024-09-05 02:12:26,25.8,3.00,0,307,11.72
2024-09-05 02:12:27,27.4,3.74,11,433,26.84
