Model,Cell Start,Cell Stop,Cell Elapsed,Note Start,Note Stop
dlinear,2024-09-04 21:18:07.858334,2024-09-04 21:20:44.730182,0 days 00:02:36.871848,2024-09-04 21:18:02.303590,2024-09-04 21:20:45.369488
