Model,Cell Start,Cell Stop,Cell Elapsed,Note Start,Note Stop
dlinear,2024-09-04 21:30:57.658006,2024-09-04 21:49:53.754086,0 days 00:18:56.096080,2024-09-04 21:30:52.136495,2024-09-04 21:49:54.408693
