Model,Cell Start,Cell Stop,Cell Elapsed,Note Start,Note Stop
informer,2024-09-04 23:00:42.234724,2024-09-04 23:10:07.623548,0 days 00:09:25.388824,2024-09-04 23:00:36.714418,2024-09-04 23:10:08.263722
