Column,MAE,RMSE,POCID
ABBV,0.8360508510044602,1.2809477623909802,0.42678364355969933
ACN,1.883148193359375,2.305359206354742,0.5703818198485093
AEP,0.1985713413783543,0.28955613467690533,0.2033322176232679
AIZ,0.7845546177455479,1.4070018992869415,0.414272204380003
ALLE,1.0014277866908483,1.331276010638716,0.7504383193776639
AMAT,3.107055664062496,4.129802477664493,1.50734194267617
AMP,1.6785714285714448,2.7584449934014708,0.3866225295105179
AMZN,1.1342838832310267,1.6887251195280817,0.6380062018977251
AVB,0.9314270019531169,1.5079094898733636,0.42899462478150135
AVY,1.1342838832310267,1.5776742510719057,0.5287402869229075
AXP,2.155713762555808,3.0948829708729426,0.8593832357744772
BDX,0.46418980189731734,0.6581637707600664,0.1969492965713373
BF-B,0.22428676060267858,0.3087079121768335,0.4978302722313952
BMY,0.3198127746582041,0.42929130064695464,0.6561800377003969
BR,0.6485704694475446,0.8739875859361145,0.30956539518902165
CARR,0.5985728672572544,0.8943723482581732,0.8684858736252185
CDW,2.0142865862165342,2.715175954754364,0.9005330509189533
CE,1.1042872837611608,1.4269404674860153,0.8507980768578368
CHTR,3.412209647042419,4.786779914113211,0.9776144515652511
CNC,0.15142822265625,0.18692967110981343,0.1934796349231911
CNP,0.2549623761858264,0.35772129450720574,0.9737759755789465
COP,0.6371416364397281,0.9339618222450108,0.575527323538227
CTAS,3.3771449497767856,4.7092164789278534,0.43508295578095596
CZR,0.3814288548060826,0.704770360030818,1.0340027923726087
DG,0.6745343889508949,0.9859468835960805,0.5485484885361397
DPZ,5.287144252232151,7.057784549240868,1.2275578365306377
DXC,0.1871422358921601,0.29137537387995244,0.9452992018589808
EWA,0.2499997275216244,0.32939297154285213,0.9872492787777564
EWC,0.2100781032017299,0.32202069672831957,0.5311709339054126
EWG,0.2142859867640919,0.2932574303198026,0.6739158597882673
EWH,0.10260690961565265,0.14048333045184044,0.6534877395495009
EWJ,0.6114305768694196,0.8147409943320958,0.8695857325130167
EWL,0.34428623744419645,0.4528485725523395,0.6682759908928346
EWQ,0.2928570338657934,0.3943349604571793,0.7448042524921021
EWT,0.5737598964146206,0.7933354019826625,1.0633904124919018
EWU,0.2385717119489377,0.31899461847673705,0.6490990231673559
EWY,0.6039603097098214,0.9425344435177199,0.9142800121625496
EWZ,0.37218475341796825,0.5027363014155412,1.2245796822212822
