Model,Cell Start,Cell Stop,Cell Elapsed,Note Start,Note Stop
fedformer,2024-09-05 01:50:26.550407,2024-09-05 02:02:22.633810,0 days 00:11:56.083403,2024-09-05 01:50:20.944818,2024-09-05 02:02:23.268940
