Column,MAE,RMSE,POCID
ABBV,4.3093719482422,4.502220882250644,2.1998296626516494
ACN,10.519483293805804,10.83602173297011,3.1862187193474356
AEP,0.4975149972098275,0.6135261402111483,0.5094432408086428
AIZ,8.333308628627227,8.682198322773383,4.400277631760701
ALLE,4.7742156982421875,5.197950733501517,3.5776462891790746
AMAT,18.738505772181917,18.883743929164723,9.090707971597247
AMP,11.589874267578141,11.965644137215746,2.669476216364183
AMZN,7.391636439732143,7.5206145695201325,4.1576098897649665
AVB,4.973672049386153,5.41525908898684,2.2907630658532825
AVY,4.0035858154296875,4.609608473840434,1.866249837510582
AXP,3.4149191720145047,3.8443721849557964,1.3613701127345978
BDX,0.4744829450334781,0.5838726249924976,0.20131653448110806
BF-B,0.21318163190568992,0.24735342358256457,0.4731811613006784
BMY,1.9164308820451998,2.0038394282697767,3.9320620940629616
BR,2.181614467075893,2.27544660205562,1.0412937012468422
CARR,3.6887435913085938,3.9132333738260026,5.352099762150125
CDW,5.831174577985507,6.693682132283216,2.6069604340749124
CE,1.8734588623046875,2.180171238762989,1.4434062771167808
CHTR,9.58950805664065,10.417982774191811,2.74744011338784
CNC,1.317399161202567,1.3295614258335338,1.6832391233713697
CNP,0.496341432843889,0.5481590971745287,1.8956732762623143
COP,0.7193407331194156,0.8418013306774154,0.6497774170867683
CTAS,21.906223842075892,23.86006355921469,2.82221366300537
CZR,0.6516756330217633,0.704367001087662,1.7666057923390888
DG,1.4643140520368283,1.703592465427607,1.1908173595660927
DPZ,14.644570486886153,16.83207950154575,3.400145032209544
DXC,0.3883628845214839,0.4569333970139107,1.9617117590780573
EWA,0.9679797036307214,1.0293293249330808,3.8225532233761155
EWC,1.381300789969308,1.4491898577332178,3.49254310387471
EWG,1.1389274597167984,1.1894066480186194,3.5818547439432047
EWH,0.17729214259556336,0.20738570418699306,1.129146584169107
EWJ,3.9177355085100447,4.126880671067799,5.571862171831716
EWL,1.2880096435546875,1.3997401739064914,2.5000880872142015
EWQ,1.1744886125837064,1.2517369795409914,2.987000522435014
EWT,2.8665079389299666,2.9173524027024516,5.312704981017515
EWU,1.560426984514509,1.610291158311597,4.24556466941537
EWY,3.4852572849818637,3.6112269258932326,5.276010727317194
EWZ,0.8621948787144257,0.934438647467561,2.836833913513974
FTV,2.7149647303989957,3.0973426878648005,3.813611783420178
GOOG,2.5099312918526784,2.647536714124393,1.5050256403178037
GPC,1.6718815394810267,2.422557332449224,1.1903627825353758
GSG,0.41330582754952416,0.43763458152090207,1.9704017107759966
HIG,1.6962520054408523,1.8179363451394526,1.5254456495823439
HIGH.L,0.027219499860491325,0.028658444101817566,0.4716366753651123
HST,0.4048728942871094,0.5269802853720448,2.408524018214717
HYG,0.8191855294363839,0.8453049138028955,1.0369249532383829
IAU,0.32509831019810165,0.37561292580243466,0.6866270914797369
ICLN,0.426352909633091,0.4450844691782611,2.993750979479669
IEAA.L,0.0145547730582101,0.015741194783196584,0.2857839597120121
IEF,0.35170527866908685,0.4503766383350709,0.3610672411439908
IEFM.L,14.85110037667414,15.030994507236594,1.5719014681504724
IEMG,1.6249079023088737,1.6631441422514623,2.975476836409204
IEUS,1.8649722508021764,1.9824321322894893,3.1655687942076836
IEVL.L,0.12064838409423828,0.12954822364368299,1.3991230942451311
IGF,1.3005670819963728,1.3653907935211405,2.5214561667129
INDA,0.36236463274274655,0.41225143076291854,0.6395744929294902
IUMO.L,0.605025563921247,0.6157313158731874,4.323375770282327
IUVL.L,0.17112609318324523,0.19058132288618282,1.7775376853836258
IVV,21.925946916852677,22.43968627215608,3.907751478217774
IWM,4.797666277204229,5.472214927441335,2.235200465665785
IXN,4.858636038643973,5.036030662551448,5.905104957061127
JPEA.L,0.06915208271571568,0.07385726617463624,1.2099194667471216
JPM,5.783776419503336,5.990905450565108,2.6857563838715866
KR,1.6360244750976582,1.6759890189725277,3.1114957891778134
LQD,1.2504152570451967,1.3150552438319987,1.1203577376109704
MCHI,0.2749061584472656,0.3345202990354126,0.647992432211922
META,16.100110735212052,16.63150255932545,3.041084770081814
MVEU.L,0.9946316310337622,1.0318098816054913,1.6314033049209051
OGN,0.9555985586983817,1.1336918084590462,4.558532043970509
PG,0.6772678920200893,0.8324285401543334,0.40038132733179294
PPL,0.5114571707589286,0.5664136722179249,1.6266982706425384
PRU,2.5427583966936385,2.866382030819106,2.2195595649981357
PYPL,3.956200735909598,4.258996369621552,5.629656383956329
REET,0.5065705435616624,0.576205872634275,1.9933632329633748
ROL,1.5277464730398995,1.736602407102841,3.095916770932261
ROST,5.119964599609375,6.209894194625765,3.4081812753102145
SEGA.L,0.2974450247628348,0.4149005204565383,0.3137203916012917
SHY,0.15120806012834823,0.179346148023476,0.1829973060349447
SLV,0.7035307203020368,0.8269818112648875,2.6321298673808586
SPMV.L,2.2838472638811447,2.3467137419207598,2.379432501943408
TLT,0.9842093331473194,1.1409003590011146,1.003841599270308
UNH,8.432425362723214,9.079162487311601,1.4552679341001673
URI,21.229221888950892,23.564616489538587,2.941551888545596
V,2.1798313685825894,2.2702952220965993,0.814737927848583
VRSK,4.969408307756696,5.10007345535191,1.8517003828460796
VXX,11.445648738316127,11.551335779892765,24.82364079565446
WRK,5.449567522321428e-07,1.4418200416916931e-06,1.0579630556973432e-06
XLB,1.7794701712472119,1.9338147581548084,1.9500432493999624
XLC,2.0934579031808034,2.1751540628664188,2.4067476686290648
XLE,0.8261293683733238,1.0000060458908884,0.9194100842235493
XLF,0.7795399257114956,0.8105079638127927,1.7734090133573668
