Model,Cell Start,Cell Stop,Cell Elapsed,Note Start,Note Stop
nlinear,2024-09-04 22:17:57.099683,2024-09-04 22:35:17.276770,0 days 00:17:20.177087,2024-09-04 22:17:51.566334,2024-09-04 22:35:17.917690
